trade_date,vix7,vix7_mode,vix7_d1,vix7_d2,vix7_code1,vix7_code2,vix14,vix14_mode,vix14_d1,vix14_d2,vix14_code1,vix14_code2,vix30,vix30_mode,vix30_d1,vix30_d2,vix30_code1,vix30_code2,n_expiry_used,n_expiry_near,n_expiry_near_ok,dte_near,F_near,K0_near,ba_ratio,strip_min,expiry_src,warnings,vix7_span,vix14_span,vix30_span,close_0050
2023-01-30,17.61587010792212,interp,2.0,9.0,202302W1,202302W2,17.657437537849738,interp,9.0,16.0,202302W2,202302,18.21021107672742,interp,16.0,44.0,202302,202303,6,4,3,2.0,15462.0,15400.0,0.466371027346637,41.0,empirical,202301(d0):dte=0 < 1,7.0,7.0,28.0,30.43572223694673
2023-01-31,17.52564211745942,interp,1.0,8.0,202302W1,202302W2,17.583606010560366,interp,8.0,15.0,202302W2,202302,18.2964501069986,interp,15.0,43.0,202302,202303,7,3,3,1.0,15272.25,15250.0,0.402928136921332,53.0,empirical,,7.0,7.0,28.0,29.83053803339518
2023-02-01,16.97361352991964,exact,7.0,7.0,202302W2,202302W2,17.23600001428393,exact,14.0,14.0,202302,202302,17.956146020567573,interp,14.0,42.0,202302,202303,6,3,2,7.0,15394.0,15350.0,0.528167115902965,53.0,empirical,202302W1(d0):dte=0 < 1,0.0,0.0,28.0,30.00705009276438
2023-02-02,15.347170595530782,interp,6.0,13.0,202302W2,202302,16.595371495177826,interp,13.0,41.0,202302,202303,17.345815276831384,interp,13.0,41.0,202302,202303,6,2,2,6.0,15592.5,15550.0,0.5866090146750524,53.0,empirical,,7.0,28.0,28.0,30.51137026239068
2023-02-03,15.357763466458884,interp,5.0,12.0,202302W2,202302,16.643610373168464,interp,12.0,40.0,202302,202303,17.519937992133375,interp,12.0,40.0,202302,202303,6,3,3,5.0,15584.5,15550.0,0.4201398601398601,55.0,empirical,,7.0,28.0,28.0,30.51137026239068
2023-02-06,17.11011536946419,interp,2.0,9.0,202302W2,202302,17.455924964945147,interp,9.0,37.0,202302,202303,17.759995625303393,interp,9.0,37.0,202302,202303,6,3,3,2.0,15413.5,15400.0,0.4197513597513597,55.0,empirical,,7.0,28.0,28.0,30.070090113967662
2023-02-07,16.804657984812753,interp,1.0,8.0,202302W2,202302,17.17252709671096,interp,8.0,36.0,202302,202303,17.44018190113372,interp,8.0,36.0,202302,202303,6,3,3,1.0,15405.75,15400.0,0.3680963480963481,55.0,empirical,,7.0,28.0,28.0,30.00705009276438
2023-02-08,16.718738789496395,exact,7.0,7.0,202302,202302,16.538994140431264,exact,14.0,14.0,202302W4,202302W4,17.143082194277635,interp,14.0,35.0,202302W4,202303,6,4,3,7.0,15607.0,15600.0,0.4337745974955277,43.0,empirical,202302W2(d0):dte=0 < 1,0.0,0.0,21.0,30.4735462496687
2023-02-09,15.809825393528568,interp,6.0,13.0,202302,202302W4,15.867745361059647,interp,13.0,34.0,202302W4,202303,16.77000912985763,interp,13.0,34.0,202302W4,202303,6,3,3,6.0,15599.0,15550.0,0.4576432078559738,47.0,empirical,,7.0,21.0,21.0,30.48615425390936
2023-02-10,16.848850552672257,interp,5.0,12.0,202302,202302W4,16.944720032655553,interp,12.0,33.0,202302W4,202303,17.433722992428518,interp,12.0,33.0,202302W4,202303,6,3,3,5.0,15577.5,15550.0,0.4631205673758865,47.0,empirical,,7.0,21.0,21.0,30.51137026239068
2023-02-13,19.569309295288303,interp,2.0,9.0,202302,202302W4,18.98834187124676,interp,9.0,30.0,202302W4,202303,18.782715558942964,exact,30.0,30.0,202303,202303,6,3,3,2.0,15533.5,15500.0,0.4941371158392435,47.0,empirical,,7.0,21.0,0.0,30.448330241187385
2023-02-14,19.461878628407835,interp,1.0,8.0,202302,202302W4,18.793167342287365,interp,8.0,29.0,202302W4,202303,18.47556024968664,interp,29.0,64.0,202303,202304,6,3,3,1.0,15657.5,15650.0,0.4771194762684125,47.0,empirical,,7.0,21.0,35.0,30.67527431751921
2023-02-15,17.090663309267224,exact,7.0,7.0,202302W4,202302W4,16.241997745777326,exact,14.0,14.0,202303W1,202303W1,17.849646906361986,interp,28.0,63.0,202303,202304,6,4,3,7.0,15385.5,15350.0,0.4645397900107939,43.0,empirical,202302(d0):dte=0 < 1,0.0,0.0,35.0,29.969226080042407
2023-02-16,14.258841956311342,interp,6.0,13.0,202302W4,202303W1,14.33093560764062,interp,13.0,27.0,202303W1,202303,16.450188916207477,interp,27.0,62.0,202303,202304,7,3,3,6.0,15555.5,15550.0,0.4740345482838076,47.0,empirical,,7.0,14.0,35.0,30.33485820302147
2023-02-17,14.15982903267278,interp,5.0,12.0,202302W4,202303W1,14.836389352394669,interp,12.0,26.0,202303W1,202303,16.585973018835848,interp,26.0,61.0,202303,202304,7,3,3,5.0,15445.5,15400.0,0.4702584014124547,47.0,empirical,,7.0,14.0,35.0,29.94401007156109
2023-02-20,14.362148758548008,interp,2.0,9.0,202302W4,202303W1,15.303638558475695,interp,9.0,23.0,202303W1,202303,16.335048230496145,interp,23.0,58.0,202303,202304,7,3,3,2.0,15539.0,15500.0,0.4598333183708891,47.0,empirical,,7.0,14.0,35.0,30.00705009276438
2023-02-21,13.809052091426718,interp,1.0,8.0,202302W4,202303W1,15.05804814564238,interp,8.0,22.0,202303W1,202303,16.015545293614686,interp,22.0,57.0,202303,202304,7,3,3,1.0,15544.75,15500.0,0.389945611515097,47.0,empirical,,7.0,14.0,35.0,29.994442088523723
2023-02-22,14.567387153518249,exact,7.0,7.0,202303W1,202303W1,15.386622485099313,exact,14.0,14.0,202303W2,202303W2,16.746981002345635,interp,21.0,56.0,202303,202304,7,4,3,7.0,15388.5,15350.0,0.4963919134401224,42.0,empirical,202302W4(d0):dte=0 < 1,0.0,0.0,35.0,29.666633978266635
2023-02-23,13.821791855060663,interp,6.0,13.0,202303W1,202303W2,15.390575092056531,interp,13.0,20.0,202303W2,202303,16.759764487010738,interp,20.0,55.0,202303,202304,7,3,3,6.0,15617.0,15600.0,0.4732262022323967,45.0,empirical,,7.0,7.0,35.0,30.10791412668964
2023-02-24,13.747445621780582,interp,5.0,12.0,202303W1,202303W2,15.718657933809435,interp,12.0,19.0,202303W2,202303,16.795363515411488,interp,19.0,54.0,202303,202304,7,3,3,5.0,15557.0,15550.0,0.4079419353075953,46.0,empirical,,7.0,7.0,35.0,29.95661807580175
2023-03-01,15.794203981727009,exact,7.0,7.0,202303W2,202303W2,16.78763606969603,exact,14.0,14.0,202303,202303,17.05107119076022,interp,14.0,49.0,202303,202304,6,3,2,7.0,15563.5,15550.0,0.5287005373717636,46.0,empirical,202303W1(d0):dte=0 < 1,0.0,0.0,35.0,30.09530612244898
2023-03-02,15.563834177485806,interp,6.0,13.0,202303W2,202303,16.639122617223826,interp,13.0,48.0,202303,202304,16.777087846078672,interp,13.0,48.0,202303,202304,6,2,2,6.0,15563.0,15550.0,0.5210144927536232,46.0,empirical,,7.0,35.0,35.0,30.070090113967662
2023-03-03,15.245419907212876,interp,5.0,12.0,202303W2,202303,16.351895723744743,interp,12.0,47.0,202303,202304,16.496708462306945,interp,12.0,47.0,202303,202304,6,2,2,5.0,15629.0,15600.0,0.4553140096618358,46.0,empirical,,7.0,35.0,35.0,30.09530612244898
2023-03-06,16.517260874210915,interp,2.0,9.0,202303W2,202303,16.37957996620446,interp,9.0,44.0,202303,202304,16.25941019588104,interp,9.0,44.0,202303,202304,6,2,2,2.0,15787.0,15750.0,0.4550724637681159,46.0,empirical,,7.0,35.0,35.0,30.3852902199841
2023-03-07,15.841697356079138,interp,1.0,8.0,202303W2,202303,15.911861294692356,interp,8.0,43.0,202303,202304,15.98468766176099,interp,8.0,43.0,202303,202304,6,2,2,1.0,15875.25,15850.0,0.3704866562009419,49.0,empirical,,7.0,35.0,35.0,30.587018287834617
2023-03-08,15.377932256096251,exact,7.0,7.0,202303,202303,15.099062608328683,exact,14.0,14.0,202303W4,202303W4,15.987701126528512,interp,14.0,42.0,202303W4,202304,6,3,2,7.0,15785.0,15750.0,0.3705926481620405,43.0,empirical,202303W2(d0):dte=0 < 1,0.0,0.0,28.0,30.33485820302147
2023-03-09,15.043028958355425,interp,6.0,13.0,202303,202303W4,15.03853387926257,interp,13.0,41.0,202303W4,202304,15.819703602623772,interp,13.0,41.0,202303W4,202304,6,2,2,6.0,15766.0,15750.0,0.4555229716520039,44.0,empirical,,7.0,28.0,28.0,30.30964219454016
2023-03-10,17.893953455987596,interp,5.0,12.0,202303,202303W4,17.570419215988796,interp,12.0,40.0,202303W4,202304,17.602785947581086,interp,12.0,40.0,202303W4,202304,6,3,3,5.0,15480.0,15450.0,0.5611382643640708,45.0,empirical,,7.0,28.0,28.0,29.83053803339518
2023-03-13,19.6292151163776,interp,2.0,9.0,202303,202303W4,18.810913109151887,interp,9.0,37.0,202303W4,202304,18.30432804194057,interp,9.0,37.0,202303W4,202304,6,3,3,2.0,15519.5,15500.0,0.5103849555462459,49.0,empirical,,7.0,28.0,28.0,29.95661807580175
2023-03-14,22.968246489926862,interp,1.0,8.0,202303,202303W4,21.493433938194816,interp,8.0,36.0,202303W4,202304,20.50819688408388,interp,8.0,36.0,202303W4,202304,6,3,3,1.0,15353.0,15350.0,0.5183061689974132,49.0,empirical,,7.0,28.0,28.0,29.62880996554466
2023-03-15,17.091013819486864,exact,7.0,7.0,202303W4,202303W4,18.22951854525074,exact,14.0,14.0,202303W5,202303W5,18.24991689563936,interp,14.0,35.0,202303W5,202304,6,4,3,7.0,15355.0,15350.0,0.4452271305929842,41.0,empirical,202303(d0):dte=0 < 1,0.0,0.0,21.0,29.654025974025974
2023-03-16,18.655809512571228,interp,6.0,13.0,202303W4,202303W5,19.487294617821902,interp,13.0,34.0,202303W5,202304,19.14057759549858,interp,13.0,34.0,202303W5,202304,7,3,3,6.0,15249.0,15200.0,0.6542513042513042,42.0,empirical,,7.0,21.0,21.0,29.515337927378745
2023-03-17,15.763858873972875,interp,5.0,12.0,202303W4,202303W5,17.318166077519166,interp,12.0,33.0,202303W5,202304,17.560358455726035,interp,12.0,33.0,202303W5,202304,7,3,3,5.0,15429.5,15400.0,0.5973063973063973,45.0,empirical,,7.0,21.0,21.0,29.994442088523723
2023-03-20,18.956248655544204,interp,2.0,9.0,202303W4,202303W5,18.71605826083416,interp,9.0,30.0,202303W5,202304,18.415994188194897,exact,30.0,30.0,202304,202304,7,3,3,2.0,15401.0,15400.0,0.5906455862977601,46.0,empirical,,7.0,21.0,0.0,29.780106016432548
2023-03-21,17.700904242972598,interp,1.0,8.0,202303W4,202303W5,17.737846654741404,interp,8.0,29.0,202303W5,202304,17.79505982316302,interp,29.0,57.0,202304,202305,7,3,3,1.0,15489.25,15450.0,0.5833992094861661,46.0,empirical,,7.0,21.0,28.0,29.91879406307978
2023-03-22,17.34456703579755,exact,7.0,7.0,202303W5,202303W5,16.0193935068604,interp,7.0,15.0,202303W5,202304W1,16.920809663895906,interp,28.0,56.0,202304,202305,7,4,3,7.0,15734.5,15700.0,0.552390180878553,43.0,empirical,202303W4(d0):dte=0 < 1,0.0,8.0,28.0,30.48615425390936
2023-03-23,15.552132615311113,interp,6.0,14.0,202303W5,202304W1,15.080680723947658,exact,14.0,14.0,202304W1,202304W1,16.43275630849082,interp,27.0,55.0,202304,202305,7,3,3,6.0,15855.5,15850.0,0.479840861444635,48.0,empirical,,8.0,0.0,28.0,30.72570633448185
2023-03-24,14.52924488007394,interp,5.0,13.0,202303W5,202304W1,14.80474793434202,interp,13.0,26.0,202304W1,202304,16.371477634057307,interp,26.0,54.0,202304,202305,7,3,3,5.0,15936.0,15900.0,0.4387878787878788,50.0,empirical,,8.0,13.0,28.0,30.81396236416645
2023-03-27,15.341618609806748,interp,2.0,10.0,202303W5,202304W1,15.702237947425807,interp,10.0,23.0,202304W1,202304,16.9054576182108,interp,23.0,51.0,202304,202305,7,3,3,2.0,15857.5,15850.0,0.4683985605038236,52.0,empirical,,8.0,13.0,28.0,30.62484230055659
2023-03-28,15.051758938260946,interp,1.0,9.0,202303W5,202304W1,15.759492269364456,interp,9.0,22.0,202304W1,202304,17.033191174981784,interp,22.0,50.0,202304,202305,7,3,3,1.0,15712.25,15700.0,0.4677960927960927,52.0,empirical,,8.0,13.0,28.0,30.360074211502788
2023-03-29,13.737328044628985,extrap,8.0,14.0,202304W1,202304W2,14.888910569246075,exact,14.0,14.0,202304W2,202304W2,16.792209035507437,interp,21.0,49.0,202304,202305,7,4,3,8.0,15756.5,15750.0,0.4926846409404549,43.0,empirical,202303W5(d0):dte=0 < 1,6.0,0.0,28.0,30.41050622846541
2023-03-30,13.21977950774184,exact,7.0,7.0,202304W1,202304W1,14.309224173132742,interp,13.0,20.0,202304W2,202304,16.352059968416583,interp,20.0,48.0,202304,202305,7,3,3,7.0,15837.0,15800.0,0.510114885114885,44.0,empirical,,0.0,7.0,28.0,30.5618022793533
2023-03-31,12.838762816774665,interp,6.0,12.0,202304W1,202304W2,14.612997248557184,interp,12.0,19.0,202304W2,202304,16.489069452483218,interp,19.0,47.0,202304,202305,7,3,3,6.0,15879.5,15850.0,0.5511028826246217,46.0,empirical,,6.0,7.0,28.0,30.66266631327856
2023-04-06,14.299560422614253,interp,6.0,13.0,202304W2,202304,15.706254602606617,interp,13.0,41.0,202304,202305,16.951964695241667,interp,13.0,41.0,202304,202305,6,3,2,6.0,15775.5,15750.0,0.642809364548495,46.0,empirical,202304W1(d0):dte=0 < 1,7.0,28.0,28.0,30.51137026239068
2023-04-07,13.2997433273302,interp,5.0,12.0,202304W2,202304,14.89067147020632,interp,12.0,40.0,202304,202305,16.261257312994758,interp,12.0,40.0,202304,202305,6,3,3,5.0,15835.5,15800.0,0.5824628270280444,46.0,empirical,,7.0,28.0,28.0,30.51137026239068
2023-04-10,14.749153586260483,interp,2.0,9.0,202304W2,202304,15.620758906637864,interp,9.0,37.0,202304,202305,16.372500621592852,interp,9.0,37.0,202304,202305,6,3,3,2.0,15869.0,15850.0,0.5302951879038835,46.0,empirical,,7.0,28.0,28.0,30.51137026239068
2023-04-11,14.343056469849891,interp,1.0,8.0,202304W2,202304,15.380486418062311,interp,8.0,36.0,202304,202305,16.094461549700092,interp,8.0,36.0,202304,202305,6,3,3,1.0,15932.25,15900.0,0.466665532519772,47.0,empirical,,7.0,28.0,28.0,30.4735462496687
2023-04-12,13.858356972327773,exact,7.0,7.0,202304,202304,14.529845653199446,exact,14.0,14.0,202304W4,202304W4,15.67163731505287,interp,14.0,35.0,202304W4,202305,6,4,3,7.0,15925.5,15900.0,0.5419897266912193,44.0,empirical,202304W2(d0):dte=0 < 1,0.0,0.0,21.0,30.39789822422476
2023-04-13,13.130628067845674,interp,6.0,13.0,202304,202304W4,14.241049438502706,interp,13.0,34.0,202304W4,202305,15.58657463116075,interp,13.0,34.0,202304W4,202305,6,3,3,6.0,15816.0,15800.0,0.5191736124571945,44.0,empirical,,7.0,21.0,21.0,30.133130135170955
2023-04-14,12.264277961419012,interp,5.0,12.0,202304,202304W4,13.627393057711792,interp,12.0,33.0,202304W4,202305,15.013692087914007,interp,12.0,33.0,202304W4,202305,6,3,3,5.0,15948.5,15900.0,0.4588045795865393,46.0,empirical,,7.0,21.0,21.0,30.42311423270608
2023-04-17,13.477695214001626,interp,2.0,9.0,202304,202304W4,14.272734211328384,interp,9.0,30.0,202304W4,202305,15.042974211392735,exact,30.0,30.0,202305,202305,6,3,3,2.0,15970.0,15950.0,0.4510367417570532,46.0,empirical,,7.0,21.0,0.0,30.347466207262126
2023-04-18,13.56904215210598,interp,1.0,8.0,202304,202304W4,14.29729573194101,interp,8.0,29.0,202304W4,202305,14.918436810085216,interp,29.0,64.0,202305,202306,6,3,3,1.0,15891.0,15850.0,0.4538526312536695,46.0,empirical,,7.0,21.0,35.0,30.24660217333687
2023-04-19,13.825119546805592,exact,7.0,7.0,202304W4,202304W4,13.497827020653936,exact,14.0,14.0,202305W1,202305W1,15.287608699151322,interp,28.0,63.0,202305,202306,6,4,3,7.0,15791.5,15750.0,0.5471195050315374,43.0,empirical,202304(d0):dte=0 < 1,0.0,0.0,35.0,30.01965809700504
2023-04-20,13.81908193441404,interp,6.0,13.0,202304W4,202305W1,13.85667767535518,interp,13.0,27.0,202305W1,202305,15.478832231603825,interp,27.0,62.0,202305,202306,7,3,3,6.0,15739.5,15700.0,0.5099769222109648,45.0,empirical,,7.0,14.0,35.0,29.98183408428307
2023-04-21,12.28093187529064,interp,5.0,12.0,202304W4,202305W1,13.249234896702704,interp,12.0,26.0,202305W1,202305,15.149839885472346,interp,26.0,61.0,202305,202306,7,3,3,5.0,15622.5,15600.0,0.5238095238095238,46.0,empirical,,7.0,14.0,35.0,29.90618605883912
2023-04-24,12.957800422790632,interp,2.0,9.0,202304W4,202305W1,13.96860588869688,interp,9.0,23.0,202305W1,202305,15.25320019029746,interp,23.0,58.0,202305,202306,7,3,3,2.0,15613.5,15600.0,0.4711904761904762,48.0,empirical,,7.0,14.0,35.0,29.79271402067321
2023-04-25,14.517860995733628,interp,1.0,8.0,202304W4,202305W1,15.413604692373616,interp,8.0,22.0,202305W1,202305,16.26936230415695,interp,22.0,57.0,202305,202306,7,3,3,1.0,15381.25,15350.0,0.4445238095238095,48.0,empirical,,7.0,14.0,35.0,29.40186588921283
2023-04-26,13.820578342948473,exact,7.0,7.0,202305W1,202305W1,14.844521957851189,exact,14.0,14.0,202305W2,202305W2,15.988750042717676,interp,21.0,56.0,202305,202306,7,4,3,7.0,15376.5,15350.0,0.4091880341880342,42.0,empirical,202304W4(d0):dte=0 < 1,0.0,0.0,35.0,29.27578584680625
2023-04-27,12.644477089145198,interp,6.0,13.0,202305W1,202305W2,13.791588646678068,interp,13.0,20.0,202305W2,202305,15.47295343592604,interp,20.0,55.0,202305,202306,7,3,3,6.0,15426.0,15400.0,0.5064102564102564,42.0,empirical,,7.0,7.0,35.0,29.250569838324942
2023-04-28,11.67782591608584,interp,5.0,12.0,202305W1,202305W2,13.077444085932092,interp,12.0,19.0,202305W2,202305,14.442683685392243,interp,19.0,54.0,202305,202306,7,3,3,5.0,15570.0,15550.0,0.4493568447056819,43.0,empirical,,7.0,7.0,35.0,29.60359395706335
2023-05-02,13.629521329748313,interp,1.0,8.0,202305W1,202305W2,14.096094025721364,interp,8.0,15.0,202305W2,202305,14.94195185087202,interp,15.0,50.0,202305,202306,7,3,3,1.0,15630.5,15600.0,0.4772455805064501,46.0,empirical,,7.0,7.0,35.0,29.679241982507293
2023-05-03,14.66636847787659,exact,7.0,7.0,202305W2,202305W2,14.976258118407568,exact,14.0,14.0,202305,202305,15.639380590870864,interp,14.0,49.0,202305,202306,6,3,2,7.0,15545.5,15500.0,0.5581730769230769,48.0,empirical,202305W1(d0):dte=0 < 1,0.0,0.0,35.0,29.55316194010072
2023-05-04,13.535213005249387,interp,6.0,13.0,202305W2,202305,14.395270412572076,interp,13.0,48.0,202305,202306,15.421798553323995,interp,13.0,48.0,202305,202306,6,2,2,6.0,15609.5,15600.0,0.5492424242424243,48.0,empirical,,7.0,35.0,35.0,29.62880996554466
2023-05-05,12.425025051713169,interp,5.0,12.0,202305W2,202305,13.712814570654682,interp,12.0,47.0,202305,202306,14.843340913021995,interp,12.0,47.0,202305,202306,6,2,2,5.0,15640.0,15600.0,0.5,48.0,empirical,,7.0,35.0,35.0,29.704457990988605
2023-05-08,12.869825900239496,interp,2.0,9.0,202305W2,202305,13.517832518352163,interp,9.0,44.0,202305,202306,14.12128791469425,interp,9.0,44.0,202305,202306,6,2,2,2.0,15716.0,15700.0,0.3986742424242424,48.0,empirical,,7.0,35.0,35.0,29.893578054598464
2023-05-09,12.256953948046888,interp,1.0,8.0,202305W2,202305,13.122067376070486,interp,8.0,43.0,202305,202306,13.705529683213744,interp,8.0,43.0,202305,202306,6,2,2,1.0,15726.25,15700.0,0.3157173317088029,49.0,empirical,,7.0,35.0,35.0,29.98183408428307
2023-05-10,12.754815443476533,exact,7.0,7.0,202305,202305,12.545105598884138,exact,14.0,14.0,202305W4,202305W4,13.694439584180568,interp,14.0,42.0,202305W4,202306,6,3,2,7.0,15611.0,15600.0,0.4099271086428323,43.0,empirical,202305W2(d0):dte=0 < 1,0.0,0.0,28.0,29.704457990988605
2023-05-11,12.109574657744892,interp,6.0,13.0,202305,202305W4,12.206008965326424,interp,13.0,41.0,202305W4,202306,13.402369174535467,interp,13.0,41.0,202305W4,202306,6,2,2,6.0,15519.0,15500.0,0.4275290215588723,45.0,empirical,,7.0,28.0,28.0,29.64141796978532
2023-05-12,10.89956486134759,interp,5.0,12.0,202305,202305W4,11.768955281653422,interp,12.0,40.0,202305W4,202306,13.021839718294,interp,12.0,40.0,202305W4,202306,6,3,3,5.0,15506.5,15500.0,0.448202614379085,48.0,empirical,,7.0,28.0,28.0,29.55316194010072
2023-05-15,12.066217966407525,interp,2.0,9.0,202305,202305W4,12.670007067621128,interp,9.0,37.0,202305W4,202306,13.325657138944576,interp,9.0,37.0,202305W4,202306,6,3,3,2.0,15510.0,15500.0,0.3994281045751633,48.0,empirical,,7.0,28.0,28.0,29.55316194010072
2023-05-16,11.466237596119514,interp,1.0,8.0,202305,202305W4,12.326493328211004,interp,8.0,36.0,202305W4,202306,12.939804362889657,interp,8.0,36.0,202305W4,202306,6,3,3,1.0,15691.5,15650.0,0.3473366013071895,48.0,empirical,,7.0,28.0,28.0,29.90618605883912
2023-05-17,13.316961253947431,exact,7.0,7.0,202305W4,202305W4,13.606873109068095,exact,14.0,14.0,202305W5,202305W5,14.374362298997196,interp,14.0,35.0,202305W5,202306,6,4,3,7.0,15939.0,15900.0,0.461547619047619,42.0,empirical,202305(d0):dte=0 < 1,0.0,0.0,21.0,30.39789822422476
2023-05-18,14.308710996126448,interp,6.0,13.0,202305W4,202305W5,14.19155686452448,interp,13.0,34.0,202305W5,202306,15.063932632298952,interp,13.0,34.0,202305W5,202306,7,3,3,6.0,16142.0,16100.0,0.4636111111111111,48.0,empirical,,7.0,21.0,21.0,30.801354359925792
2023-05-19,13.846770984436956,interp,5.0,12.0,202305W4,202305W5,14.14647364633156,interp,12.0,33.0,202305W5,202306,14.97701760388041,interp,12.0,33.0,202305W5,202306,7,3,3,5.0,16196.5,16150.0,0.4942404087140929,52.0,empirical,,7.0,21.0,21.0,30.8896103896104
2023-05-22,13.724508443703025,interp,2.0,9.0,202305W4,202305W5,14.32799354167195,interp,9.0,30.0,202305W5,202306,14.992173037685037,exact,30.0,30.0,202306,202306,7,3,3,2.0,16183.5,16150.0,0.431341360834906,53.0,empirical,,7.0,21.0,0.0,30.83917837264776
2023-05-23,13.326971513876911,interp,1.0,8.0,202305W4,202305W5,14.045283847751191,interp,8.0,29.0,202305W5,202306,14.575520191004182,interp,29.0,57.0,202306,202307,7,3,3,1.0,16194.25,16150.0,0.3975777064158395,53.0,empirical,,7.0,21.0,28.0,30.81396236416645
2023-05-24,12.102036641076204,exact,7.0,7.0,202305W5,202305W5,12.99563716121954,exact,14.0,14.0,202306W1,202306W1,14.000330495596383,interp,28.0,56.0,202306,202307,7,4,3,7.0,16139.5,16100.0,0.3847522847522848,45.0,empirical,202305W4(d0):dte=0 < 1,0.0,0.0,28.0,30.66266631327856
2023-05-25,13.242673192625915,interp,6.0,13.0,202305W5,202306W1,14.221271010461091,interp,13.0,27.0,202306W1,202306,15.290715592664148,interp,27.0,55.0,202306,202307,7,3,3,6.0,16278.5,16250.0,0.5144300144300145,45.0,empirical,,7.0,14.0,28.0,31.02829843625762
2023-05-26,13.625709832148184,interp,5.0,12.0,202305W5,202306W1,14.950764736525338,interp,12.0,26.0,202306W1,202306,15.999576623182252,interp,26.0,54.0,202306,202307,7,3,3,5.0,16509.5,16500.0,0.4770309477756286,47.0,empirical,,7.0,14.0,28.0,31.759562682215748
2023-05-29,14.90245076966018,interp,2.0,9.0,202305W5,202306W1,15.437041512017933,interp,9.0,23.0,202306W1,202306,15.817480660580912,interp,23.0,51.0,202306,202307,7,3,3,2.0,16651.5,16650.0,0.4718200100553041,51.0,empirical,,7.0,14.0,28.0,31.96129075006626
2023-05-30,13.765898365731315,interp,1.0,8.0,202305W5,202306W1,14.471010594334144,interp,8.0,22.0,202306W1,202306,15.059363304808803,interp,22.0,50.0,202306,202307,7,3,3,1.0,16642.75,16600.0,0.3592481593051714,53.0,empirical,,7.0,14.0,28.0,31.96129075006626
2023-05-31,15.712969063604392,exact,7.0,7.0,202306W1,202306W1,15.310583126299962,exact,14.0,14.0,202306W2,202306W2,15.93374705342881,interp,21.0,49.0,202306,202307,7,4,3,7.0,16548.0,16500.0,0.403984113083707,45.0,empirical,202305W5(d0):dte=0 < 1,0.0,0.0,28.0,31.80999469917837
2023-06-01,14.460431764189028,interp,6.0,13.0,202306W1,202306W2,14.441899172784163,interp,13.0,20.0,202306W2,202306,15.32316464526627,interp,20.0,48.0,202306,202307,7,3,3,6.0,16532.0,16500.0,0.4821112968712682,45.0,empirical,,7.0,7.0,28.0,31.55783461436523
2023-06-02,13.917028492001387,interp,5.0,12.0,202306W1,202306W2,14.685681685324406,interp,12.0,19.0,202306W2,202306,15.424716405262831,interp,19.0,47.0,202306,202307,7,3,3,5.0,16769.0,16750.0,0.502816044934761,47.0,empirical,,7.0,7.0,28.0,31.96129075006626
2023-06-05,14.387228406555591,interp,2.0,9.0,202306W1,202306W2,14.960236355825009,interp,9.0,16.0,202306W2,202306,15.479567260650274,interp,16.0,44.0,202306,202307,7,3,3,2.0,16718.5,16700.0,0.3534786641929499,49.0,empirical,,7.0,7.0,28.0,31.860426716141003
2023-06-06,14.003684908451389,interp,1.0,8.0,202306W1,202306W2,14.6184421036335,interp,8.0,15.0,202306W2,202306,15.361907005553697,interp,15.0,43.0,202306,202307,7,3,3,1.0,16774.25,16750.0,0.4158549783549783,49.0,empirical,,7.0,7.0,28.0,31.948682745825607
2023-06-07,13.324660314820411,exact,7.0,7.0,202306W2,202306W2,14.15442495828944,exact,14.0,14.0,202306,202306,14.936397583084412,interp,14.0,42.0,202306,202307,6,3,2,7.0,16913.5,16900.0,0.4647058823529412,51.0,empirical,202306W1(d0):dte=0 < 1,0.0,0.0,28.0,32.30170686456401
2023-06-08,13.376416199734544,interp,6.0,13.0,202306W2,202306,14.563341522030615,interp,13.0,41.0,202306,202307,15.121555768364152,interp,13.0,41.0,202306,202307,6,2,2,6.0,16746.5,16700.0,0.4528076463560334,54.0,empirical,,7.0,28.0,28.0,31.986506758547577
2023-06-09,13.26007975855655,interp,5.0,12.0,202306W2,202306,14.474320622300734,interp,12.0,40.0,202306,202307,15.05798322489,interp,12.0,40.0,202306,202307,6,3,3,5.0,16905.0,16900.0,0.4342359767891683,54.0,empirical,,7.0,28.0,28.0,32.226058839120064
2023-06-12,14.634521279041914,interp,2.0,9.0,202306W2,202306,14.929423728238888,interp,9.0,37.0,202306,202307,15.190668903101225,interp,9.0,37.0,202306,202307,6,3,3,2.0,16965.5,16950.0,0.4495665878644602,54.0,empirical,,7.0,28.0,28.0,32.528650940895844
2023-06-13,15.721545839213771,interp,1.0,8.0,202306W2,202306,15.765026711631016,interp,8.0,36.0,202306,202307,15.820741006367314,interp,8.0,36.0,202306,202307,6,3,3,1.0,17239.75,17200.0,0.4343965975544923,55.0,empirical,,7.0,28.0,28.0,33.171659157169366
2023-06-14,14.833493477527798,exact,7.0,7.0,202306,202306,14.485533212322563,exact,14.0,14.0,202306W4,202306W4,15.848139841389722,interp,14.0,35.0,202306W4,202307,6,4,3,7.0,17200.0,17200.0,0.4390903484427998,47.0,empirical,202306W2(d0):dte=0 < 1,0.0,0.0,21.0,33.159051152928704
