trade_date,vix7,vix7_mode,vix7_d1,vix7_d2,vix7_code1,vix7_code2,vix14,vix14_mode,vix14_d1,vix14_d2,vix14_code1,vix14_code2,vix30,vix30_mode,vix30_d1,vix30_d2,vix30_code1,vix30_code2,n_expiry_used,n_expiry_near,n_expiry_near_ok,dte_near,F_near,K0_near,ba_ratio,strip_min,expiry_src,warnings,vix7_span,vix14_span,vix30_span,close_0050
2021-09-13,18.647665098456383,interp,2.0,37.0,202109,202110,18.502492769125244,interp,2.0,37.0,202109,202110,18.424599824603565,interp,2.0,37.0,202109,202110,5,2,2,2.0,17440.0,17400.0,0.5293753865182437,66.0,empirical,,35.0,35.0,35.0,35.668043996819506
2021-09-14,18.21489197363884,interp,1.0,36.0,202109,202110,18.214705763998936,interp,1.0,36.0,202109,202110,18.21460645141261,interp,1.0,36.0,202109,202110,5,2,2,1.0,17462.0,17450.0,0.4785095856524428,66.0,empirical,,35.0,35.0,35.0,35.70586800954148
2021-09-15,13.969771083010473,exact,7.0,7.0,202109W4,202109W4,16.677882944578897,interp,7.0,35.0,202109W4,202110,17.955973743032363,interp,7.0,35.0,202109W4,202110,5,3,2,7.0,17350.5,17350.0,0.6837121212121212,48.0,empirical,202109(d0):dte=0 < 1,0.0,28.0,28.0,35.491531937450304
2021-09-16,14.10692547891238,interp,6.0,34.0,202109W4,202110,16.653177351225565,interp,6.0,34.0,202109W4,202110,17.8633861921732,interp,6.0,34.0,202109W4,202110,6,2,2,6.0,17279.5,17250.0,0.6440940012368583,49.0,empirical,,28.0,28.0,28.0,35.327627882321764
2021-09-17,14.086585232125588,interp,5.0,33.0,202109W4,202110,16.550465217048842,interp,5.0,33.0,202109W4,202110,17.725041808510337,interp,5.0,33.0,202109W4,202110,6,2,2,5.0,17315.0,17300.0,0.5784848484848485,50.0,empirical,,28.0,28.0,28.0,35.42849191624702
2021-09-22,20.814927894940293,exact,7.0,7.0,202109W5,202109W5,21.294943255143973,interp,7.0,28.0,202109W5,202110,21.6631156460455,interp,28.0,56.0,202110,202111,6,3,2,7.0,16917.0,16900.0,0.7192134107027723,47.0,empirical,202109W4(d0):dte=0 < 1,0.0,21.0,28.0,34.596363636363634
2021-09-23,16.70786228152665,interp,6.0,27.0,202109W5,202110,18.724884766326845,interp,6.0,27.0,202109W5,202110,19.912301713065315,interp,27.0,55.0,202110,202111,6,2,2,6.0,17102.0,17100.0,0.6835016835016835,54.0,empirical,,21.0,21.0,28.0,34.79809170421416
2021-09-24,15.845921337533714,interp,5.0,26.0,202109W5,202110,17.823169736001304,interp,5.0,26.0,202109W5,202110,19.06271080870306,interp,26.0,54.0,202110,202111,6,2,2,5.0,17261.5,17250.0,0.6237373737373737,54.0,empirical,,21.0,21.0,28.0,35.21415584415585
2021-09-27,18.4387595112424,interp,2.0,23.0,202109W5,202110,18.84341350389695,interp,2.0,23.0,202109W5,202110,19.620144789192707,interp,23.0,51.0,202110,202111,6,2,2,2.0,17311.0,17300.0,0.5420875420875421,54.0,empirical,,21.0,21.0,28.0,35.30241187384045
2021-09-28,19.62312122480657,interp,1.0,22.0,202109W5,202110,19.75883468025692,interp,1.0,22.0,202109W5,202110,20.402204024458182,interp,22.0,50.0,202110,202111,6,2,2,1.0,17187.0,17150.0,0.441077441077441,54.0,empirical,,21.0,21.0,28.0,35.0502517890273
2021-09-29,20.4540952735486,exact,7.0,7.0,202110W1,202110W1,22.12307041504495,interp,7.0,21.0,202110W1,202110,22.76989446133252,interp,21.0,49.0,202110,202111,6,3,2,7.0,16838.5,16800.0,0.6617259552042161,46.0,empirical,202109W5(d0):dte=0 < 1,0.0,14.0,28.0,34.29377153458786
2021-09-30,19.05024485324973,interp,6.0,20.0,202110W1,202110,21.023454285282536,interp,6.0,20.0,202110W1,202110,22.06871529108899,interp,20.0,48.0,202110,202111,6,2,2,6.0,16942.5,16900.0,0.6898227558604917,53.0,empirical,,14.0,14.0,28.0,34.55853962364167
2021-10-01,23.62460140507673,interp,5.0,19.0,202110W1,202110,24.59078275625237,interp,5.0,19.0,202110W1,202110,24.577980748511,interp,19.0,47.0,202110,202111,6,2,2,5.0,16543.5,16500.0,0.6993996569468267,53.0,empirical,,14.0,14.0,28.0,33.77684336072091
2021-10-04,26.83035926362436,interp,2.0,16.0,202110W1,202110,26.14030815245073,interp,2.0,16.0,202110W1,202110,25.355445377539983,interp,16.0,44.0,202110,202111,6,2,2,2.0,16386.5,16350.0,0.5446570972886762,57.0,empirical,,14.0,14.0,28.0,33.5751152928704
2021-10-05,25.08167955617091,interp,1.0,15.0,202110W1,202110,25.10028802708981,interp,1.0,15.0,202110W1,202110,24.90147745941884,interp,15.0,43.0,202110,202111,6,2,2,1.0,16419.0,16400.0,0.5495529061102832,61.0,empirical,,14.0,14.0,28.0,33.52468327590776
2021-10-06,21.41098597104408,exact,7.0,7.0,202110W2,202110W2,25.199813025547925,exact,14.0,14.0,202110,202110,24.99315606655285,interp,14.0,42.0,202110,202111,6,3,2,7.0,16380.5,16350.0,0.6767676767676768,45.0,empirical,202110W1(d0):dte=0 < 1,0.0,0.0,28.0,33.53729128014842
2021-10-07,20.19912461261126,interp,6.0,13.0,202110W2,202110,23.285457735644645,interp,13.0,41.0,202110,202111,23.71760777899945,interp,13.0,41.0,202110,202111,6,2,2,6.0,16717.5,16700.0,0.7027724049000645,47.0,empirical,,7.0,28.0,28.0,34.129867479459314
2021-10-08,20.934200492849246,interp,5.0,12.0,202110W2,202110,23.52081766621113,interp,12.0,40.0,202110,202111,24.10085117909895,interp,12.0,40.0,202110,202111,6,3,3,5.0,16637.0,16600.0,0.5582750582750582,51.0,empirical,,7.0,28.0,28.0,33.8398833819242
2021-10-12,25.685246225091063,interp,1.0,8.0,202110W2,202110,25.48480883488128,interp,8.0,36.0,202110,202111,25.336027744556112,interp,8.0,36.0,202110,202111,6,3,3,1.0,16427.0,16400.0,0.512692536221948,51.0,empirical,,7.0,28.0,28.0,33.49946726742645
2021-10-13,23.810313705614742,exact,7.0,7.0,202110,202110,24.04809565782283,interp,7.0,35.0,202110,202111,24.173956371242525,interp,7.0,35.0,202110,202111,5,3,2,7.0,16320.0,16300.0,0.6718623481781376,65.0,empirical,202110W2(d0):dte=0 < 1,0.0,28.0,28.0,33.38599522926054
2021-10-14,20.61827624788292,interp,6.0,34.0,202110,202111,21.754441149482176,interp,6.0,34.0,202110,202111,22.336778043147305,interp,6.0,34.0,202110,202111,5,2,2,6.0,16406.0,16400.0,0.6147852147852148,65.0,empirical,,28.0,28.0,28.0,33.47425125894514
2021-10-15,17.916246947045817,interp,5.0,33.0,202110,202111,19.41337348069388,interp,5.0,33.0,202110,202111,20.16644634102343,interp,5.0,33.0,202110,202111,5,2,2,5.0,16782.5,16750.0,0.6378621378621379,65.0,empirical,,28.0,28.0,28.0,34.35681155579115
2021-10-18,20.36051000362277,interp,2.0,30.0,202110,202111,20.43540840195097,interp,2.0,30.0,202110,202111,20.475242188055905,exact,30.0,30.0,202111,202111,5,2,2,2.0,16723.5,16700.0,0.5086538461538461,65.0,empirical,,28.0,28.0,0.0,34.25594752186589
2021-10-19,19.32069667444823,interp,1.0,29.0,202110,202111,19.328087421213144,interp,1.0,29.0,202110,202111,19.48762821087156,interp,29.0,57.0,202111,202112,5,2,2,1.0,16905.0,16900.0,0.4697115384615384,65.0,empirical,,28.0,28.0,28.0,34.53332361516035
2021-10-20,15.9563366192894,exact,7.0,7.0,202110W4,202110W4,17.940451164113693,interp,7.0,28.0,202110W4,202111,19.225219829017977,interp,28.0,56.0,202111,202112,5,3,2,7.0,16918.0,16900.0,0.7170940170940171,45.0,empirical,202110(d0):dte=0 < 1,0.0,21.0,28.0,34.44506758547575
2021-10-21,16.24794332601488,interp,6.0,27.0,202110W4,202111,17.701081502238456,interp,6.0,27.0,202110W4,202111,18.8580808088624,interp,27.0,55.0,202111,202112,6,2,2,6.0,16837.0,16800.0,0.6274247491638796,46.0,empirical,,21.0,21.0,28.0,34.31898754306918
2021-10-22,15.890052902357343,interp,5.0,26.0,202110W4,202111,17.5425131198017,interp,5.0,26.0,202110W4,202111,18.933191758706982,interp,26.0,54.0,202111,202112,6,2,2,5.0,16874.0,16850.0,0.6369565217391304,46.0,empirical,,21.0,21.0,28.0,34.41985157699444
2021-10-25,18.27980806286411,interp,2.0,23.0,202110W4,202111,18.597410053462774,interp,2.0,23.0,202110W4,202111,19.6045027423072,interp,23.0,51.0,202111,202112,6,2,2,2.0,16914.0,16900.0,0.6025083612040134,46.0,empirical,,21.0,21.0,28.0,34.394635568513124
2021-10-26,17.36349728968343,interp,1.0,22.0,202110W4,202111,17.516381900318407,interp,1.0,22.0,202110W4,202111,18.72960949526261,interp,22.0,50.0,202111,202112,6,2,2,1.0,17057.5,17050.0,0.4444816053511706,46.0,empirical,,21.0,21.0,28.0,34.68461966604824
2021-10-27,14.635525183480205,exact,7.0,7.0,202111W1,202111W1,15.922003570301646,interp,7.0,21.0,202111W1,202111,17.802208220972698,interp,21.0,49.0,202111,202112,6,3,2,7.0,17086.0,17050.0,0.5740802675585284,46.0,empirical,202110W4(d0):dte=0 < 1,0.0,14.0,28.0,34.68461966604824
2021-10-28,14.350305610403494,interp,6.0,20.0,202111W1,202111,15.787470312665176,interp,6.0,20.0,202111W1,202111,17.773398323172504,interp,20.0,48.0,202111,202112,6,2,2,6.0,17056.0,17050.0,0.5546644844517186,47.0,empirical,,14.0,14.0,28.0,34.58375563212298
2021-10-29,15.59750184421868,interp,5.0,19.0,202111W1,202111,16.850638817525784,interp,5.0,19.0,202111W1,202111,18.92731131080064,interp,19.0,47.0,202111,202112,6,2,2,5.0,16967.0,16950.0,0.509165302782324,47.0,empirical,,14.0,14.0,28.0,34.24333951762524
2021-11-01,17.02878118849769,interp,2.0,16.0,202111W1,202111,17.218507764417417,interp,2.0,16.0,202111W1,202111,19.20615558774483,interp,16.0,44.0,202111,202112,6,2,2,2.0,17095.5,17050.0,0.5631410256410256,48.0,empirical,,14.0,14.0,28.0,34.41985157699444
2021-11-02,17.32072943797953,interp,1.0,15.0,202111W1,202111,17.429703791826554,interp,1.0,15.0,202111W1,202111,19.211360779324608,interp,15.0,43.0,202111,202112,6,2,2,1.0,17059.5,17050.0,0.3766025641025641,48.0,empirical,,14.0,14.0,28.0,34.35681155579115
2021-11-03,14.387525135033258,exact,7.0,7.0,202111W2,202111W2,16.634275788807713,exact,14.0,14.0,202111,202111,18.83172075075521,interp,14.0,42.0,202111,202112,6,3,2,7.0,17097.5,17050.0,0.5971571906354515,46.0,empirical,202111W1(d0):dte=0 < 1,0.0,0.0,28.0,34.44506758547575
2021-11-04,14.329103846717723,interp,6.0,13.0,202111W2,202111,16.366714235805908,interp,13.0,41.0,202111,202112,18.00271275765695,interp,13.0,41.0,202111,202112,6,2,2,6.0,17080.5,17050.0,0.4996726677577742,47.0,empirical,,7.0,28.0,28.0,34.33159554730984
2021-11-05,14.056414050462894,interp,5.0,12.0,202111W2,202111,16.021716809496972,interp,12.0,40.0,202111,202112,17.666237690232155,interp,12.0,40.0,202111,202112,6,3,3,5.0,17275.0,17250.0,0.5191762138570649,47.0,empirical,,7.0,28.0,28.0,34.82330771269547
2021-11-08,14.957042060738848,interp,2.0,9.0,202111W2,202111,16.063414327596806,interp,9.0,37.0,202111,202112,16.972651272369667,interp,9.0,37.0,202111,202112,6,3,3,2.0,17427.5,17400.0,0.4391088486676722,51.0,empirical,,7.0,28.0,28.0,35.10068380598993
2021-11-09,15.01924573768714,interp,1.0,8.0,202111W2,202111,16.27410721452458,interp,8.0,36.0,202111,202112,17.105971454042347,interp,8.0,36.0,202111,202112,6,3,3,1.0,17548.75,17500.0,0.4297849211895334,53.0,empirical,,7.0,28.0,28.0,35.47892393320965
2021-11-10,14.422816984505411,exact,7.0,7.0,202111,202111,16.24367686167682,interp,7.0,35.0,202111,202112,17.13587012778151,interp,7.0,35.0,202111,202112,5,3,2,7.0,17553.5,17550.0,0.5076348278102664,76.0,empirical,202111W2(d0):dte=0 < 1,0.0,28.0,28.0,35.42849191624702
2021-11-11,14.598768541260029,interp,6.0,34.0,202111,202112,16.258554167553072,interp,6.0,34.0,202111,202112,17.077941093454744,interp,6.0,34.0,202111,202112,5,2,2,6.0,17470.0,17450.0,0.4430636777128005,76.0,empirical,,28.0,28.0,28.0,35.113291810230585
2021-11-12,14.155828503955986,interp,5.0,33.0,202111,202112,15.57889545724605,interp,5.0,33.0,202111,202112,16.287102830751564,interp,5.0,33.0,202111,202112,5,2,2,5.0,17544.0,17500.0,0.4349046015712682,77.0,empirical,,28.0,28.0,28.0,35.2267638483965
2021-11-15,16.141916625891035,interp,2.0,30.0,202111,202112,16.311315107618654,interp,2.0,30.0,202111,202112,16.400945569413402,exact,30.0,30.0,202112,202112,5,2,2,2.0,17665.5,17650.0,0.4284110950777617,77.0,empirical,,28.0,28.0,0.0,35.541963954412935
2021-11-16,15.681806681766494,interp,1.0,29.0,202111,202112,15.774077674039752,interp,1.0,29.0,202111,202112,15.924118769128878,interp,29.0,64.0,202112,202201,5,2,2,1.0,17699.0,17650.0,0.3585211485026243,79.0,empirical,,28.0,28.0,35.0,35.60500397561622
2021-11-17,11.462439070603647,exact,7.0,7.0,202111W4,202111W4,14.173397801785285,interp,7.0,28.0,202111W4,202112,15.586520044660189,interp,28.0,63.0,202112,202201,5,3,2,7.0,17779.0,17750.0,0.5265957446808511,47.0,empirical,202111(d0):dte=0 < 1,0.0,21.0,35.0,35.71847601378214
2021-11-18,12.26857753982963,interp,6.0,27.0,202111W4,202112,13.92046342747606,interp,6.0,27.0,202111W4,202112,14.992758359926263,interp,27.0,62.0,202112,202201,6,2,2,6.0,17869.0,17850.0,0.5554462748955004,49.0,empirical,,21.0,21.0,35.0,35.920204081632654
2021-11-19,13.054713755713118,interp,5.0,26.0,202111W4,202112,14.40596767490772,interp,5.0,26.0,202111W4,202112,15.390949346859257,interp,26.0,61.0,202112,202201,6,2,2,5.0,17861.5,17850.0,0.4657453342782896,51.0,empirical,,21.0,21.0,35.0,36.00846011131726
2021-11-22,15.171349960755723,interp,2.0,23.0,202111W4,202112,15.24327481670661,interp,2.0,23.0,202111W4,202112,15.901831865075582,interp,23.0,58.0,202112,202201,6,2,2,2.0,17841.0,17800.0,0.3436097330498464,51.0,empirical,,21.0,21.0,35.0,35.920204081632654
2021-11-23,15.74914905407836,interp,1.0,22.0,202111W4,202112,15.887946004691225,interp,1.0,22.0,202111W4,202112,16.60209367313492,interp,22.0,57.0,202112,202201,6,2,2,1.0,17673.0,17650.0,0.3639262934089298,51.0,empirical,,21.0,21.0,35.0,35.579787967134905
2021-11-24,12.14470686179519,exact,7.0,7.0,202112W1,202112W1,14.663717113714458,interp,7.0,21.0,202112W1,202112,16.271637461770926,interp,21.0,56.0,202112,202201,6,3,2,7.0,17692.0,17650.0,0.4886894516842882,49.0,empirical,202111W4(d0):dte=0 < 1,0.0,14.0,35.0,35.42849191624702
2021-11-25,12.391755966595936,interp,6.0,20.0,202112W1,202112,14.546026572889064,interp,6.0,20.0,202112W1,202112,16.096745740559633,interp,20.0,55.0,202112,202201,6,2,2,6.0,17692.0,17650.0,0.5062699778706663,49.0,empirical,,14.0,14.0,35.0,35.41588391200636
2021-11-26,17.601870474340274,interp,5.0,19.0,202112W1,202112,18.91280060386318,interp,5.0,19.0,202112W1,202112,19.21622099862685,interp,19.0,54.0,202112,202201,6,2,2,5.0,17353.5,17350.0,0.4821735923284976,49.0,empirical,,14.0,14.0,35.0,34.83591571693613
2021-11-29,21.52056291847752,interp,2.0,16.0,202112W1,202112,21.043767787719,interp,2.0,16.0,202112W1,202112,20.43904454513697,interp,16.0,51.0,202112,202201,6,2,2,2.0,17320.5,17300.0,0.4427710843373494,54.0,empirical,,14.0,14.0,35.0,34.83591571693613
2021-11-30,20.402322243800253,interp,1.0,15.0,202112W1,202112,20.14907948225224,interp,1.0,15.0,202112W1,202112,19.701077444608355,interp,15.0,50.0,202112,202201,6,2,2,1.0,17353.0,17350.0,0.3867469879518072,55.0,empirical,,14.0,14.0,35.0,34.79809170421416
2021-12-01,16.15688099603036,exact,7.0,7.0,202112W2,202112W2,18.41203888034664,exact,14.0,14.0,202112,202112,18.90182381378596,interp,14.0,49.0,202112,202201,6,3,2,7.0,17597.0,17550.0,0.5513303212851406,48.0,empirical,202112W1(d0):dte=0 < 1,0.0,0.0,35.0,35.378059899284395
2021-12-02,17.077138715890296,interp,6.0,13.0,202112W2,202112,18.757757690225805,interp,13.0,48.0,202112,202201,19.33273143226554,interp,13.0,48.0,202112,202201,6,2,2,6.0,17717.5,17700.0,0.4982282069454288,51.0,empirical,,7.0,35.0,35.0,35.756300026504114
2021-12-03,16.892161906908136,interp,5.0,12.0,202112W2,202112,17.98184809658485,interp,12.0,47.0,202112,202201,19.0299047991027,interp,12.0,47.0,202112,202201,6,2,2,5.0,17717.5,17700.0,0.4867246764837126,54.0,empirical,,7.0,35.0,35.0,35.74369202226345
2021-12-06,19.249958897183387,interp,2.0,9.0,202112W2,202112,19.62614963099599,interp,9.0,44.0,202112,202201,19.98949427291302,interp,9.0,44.0,202112,202201,6,2,2,2.0,17713.0,17700.0,0.4404283801874163,54.0,empirical,,7.0,35.0,35.0,35.64282798833819
2021-12-07,16.944212730977263,interp,1.0,8.0,202112W2,202112,17.645401602405023,interp,8.0,43.0,202112,202201,18.12776498287341,interp,8.0,43.0,202112,202201,6,2,2,1.0,17815.75,17800.0,0.2987505577867023,54.0,empirical,,7.0,35.0,35.0,35.756300026504114
2021-12-08,15.461646416254627,exact,7.0,7.0,202112,202112,16.614288607101308,interp,7.0,42.0,202112,202201,17.197471513667463,interp,7.0,42.0,202112,202201,5,2,1,7.0,17850.5,17850.0,0.3978494623655914,93.0,empirical,202112W2(d0):dte=0 < 1,0.0,35.0,35.0,35.89498807315134
2021-12-09,13.719493855453711,interp,6.0,41.0,202112,202201,15.251562218148404,interp,6.0,41.0,202112,202201,16.008825397187508,interp,6.0,41.0,202112,202201,5,1,1,6.0,17909.5,17900.0,0.3404255319148936,94.0,empirical,,35.0,35.0,35.0,35.80673204346674
2021-12-10,14.549599108586625,interp,5.0,40.0,202112,202201,15.79781655095998,interp,5.0,40.0,202112,202201,16.424791231802367,interp,5.0,40.0,202112,202201,5,2,2,5.0,17819.0,17800.0,0.5408653846153846,65.0,empirical,,35.0,35.0,35.0,35.79412403922608
2021-12-13,16.081516716065213,interp,2.0,37.0,202112,202201,16.139939714229616,interp,2.0,37.0,202112,202201,16.171012341849117,interp,2.0,37.0,202112,202201,5,2,2,2.0,17754.0,17750.0,0.4297275641025641,65.0,empirical,,35.0,35.0,35.0,35.68065200106017
2021-12-14,16.98680879094679,interp,1.0,36.0,202112,202201,16.810868592449193,interp,1.0,36.0,202112,202201,16.716276662678567,interp,1.0,36.0,202112,202201,5,2,2,1.0,17602.0,17600.0,0.4981760507533703,65.0,empirical,,35.0,35.0,35.0,35.327627882321764
2021-12-15,14.147102004573435,exact,7.0,7.0,202112W4,202112W4,15.803627464273523,interp,7.0,35.0,202112W4,202201,16.619732815054487,interp,7.0,35.0,202112W4,202201,5,3,2,7.0,17626.0,17600.0,0.581342062193126,47.0,empirical,202112(d0):dte=0 < 1,0.0,28.0,28.0,35.378059899284395
2021-12-16,12.522787484644516,interp,6.0,34.0,202112W4,202201,14.18687604988146,interp,6.0,34.0,202112W4,202201,14.999088297123375,interp,6.0,34.0,202112W4,202201,6,2,2,6.0,17829.5,17800.0,0.6317111459968603,49.0,empirical,,28.0,28.0,28.0,35.8193400477074
2021-12-17,14.177375571536675,interp,5.0,33.0,202112W4,202201,15.087513903844249,interp,5.0,33.0,202112W4,202201,15.551156266976228,interp,5.0,33.0,202112W4,202201,6,2,2,5.0,17806.0,17800.0,0.5885369532428355,51.0,empirical,,28.0,28.0,28.0,35.78151603498543
2021-12-20,18.208106458398387,interp,2.0,30.0,202112W4,202201,17.993351602250637,interp,2.0,30.0,202112W4,202201,17.87776089053661,exact,30.0,30.0,202201,202201,6,2,2,2.0,17608.5,17600.0,0.5583710407239819,51.0,empirical,,28.0,28.0,0.0,35.466315928969
2021-12-21,15.975626669320947,interp,1.0,29.0,202112W4,202201,16.01070017469753,interp,1.0,29.0,202112W4,202201,16.086712699828,interp,29.0,57.0,202201,202202,6,2,2,1.0,17816.75,17800.0,0.5128205128205128,51.0,empirical,,28.0,28.0,28.0,35.76890803074477
2021-12-22,11.722676021158914,exact,7.0,7.0,202112W5,202112W5,14.415617581584032,interp,7.0,28.0,202112W5,202201,15.730085333471004,interp,28.0,56.0,202201,202202,6,3,2,7.0,17853.5,17850.0,0.6587561374795418,47.0,empirical,202112W4(d0):dte=0 < 1,0.0,21.0,28.0,35.76890803074477
2021-12-23,12.108803857336143,interp,6.0,27.0,202112W5,202201,13.959567355230682,interp,6.0,27.0,202112W5,202201,15.037930827384177,interp,27.0,55.0,202201,202202,6,2,2,6.0,17970.5,17950.0,0.6470957613814756,49.0,empirical,,21.0,21.0,28.0,35.970636098595286
2021-12-24,11.889154689826086,interp,5.0,26.0,202112W5,202201,13.699234971623536,interp,5.0,26.0,202112W5,202201,14.78828981623154,interp,26.0,54.0,202201,202202,6,2,2,5.0,17974.0,17950.0,0.5668174962292609,51.0,empirical,,21.0,21.0,28.0,36.07150013252055
2021-12-27,14.648679778994625,interp,2.0,23.0,202112W5,202201,14.94273879351902,interp,2.0,23.0,202112W5,202201,15.352725846204155,interp,23.0,51.0,202201,202202,6,2,2,2.0,18082.0,18050.0,0.5058823529411764,51.0,empirical,,21.0,21.0,28.0,36.348876225815005
2021-12-28,14.000326121512709,interp,1.0,22.0,202112W5,202201,14.164795835853708,interp,1.0,22.0,202112W5,202201,14.635454092007732,interp,22.0,50.0,202201,202202,6,2,2,1.0,18215.5,18200.0,0.4312464265294453,53.0,empirical,,21.0,21.0,28.0,36.63886032335012
2021-12-29,11.932339460272471,exact,7.0,7.0,202201W1,202201W1,13.70320357064855,interp,7.0,21.0,202201W1,202201,14.64890004225689,interp,21.0,49.0,202201,202202,6,3,2,7.0,18293.5,18250.0,0.5997899159663865,49.0,empirical,202112W5(d0):dte=0 < 1,0.0,14.0,28.0,36.80276437847866
2021-12-30,11.517238285898072,interp,6.0,20.0,202201W1,202201,13.434368679352806,interp,6.0,20.0,202201W1,202201,14.444404276358076,interp,20.0,48.0,202201,202202,6,2,2,6.0,18232.0,18200.0,0.5011764705882353,50.0,empirical,,14.0,14.0,28.0,36.689292340312754
2022-01-03,14.346639158198387,interp,2.0,16.0,202201W1,202201,14.676795382198245,interp,2.0,16.0,202201W1,202201,15.283699518025706,interp,16.0,44.0,202201,202202,6,2,2,2.0,18286.0,18250.0,0.3638235294117647,50.0,empirical,,14.0,14.0,28.0,36.91623641664459
2022-01-04,14.397178356603211,interp,1.0,15.0,202201W1,202201,14.477238922406077,interp,1.0,15.0,202201W1,202201,15.05874415585558,interp,15.0,43.0,202201,202202,6,2,2,1.0,18525.25,18500.0,0.3401449275362319,50.0,empirical,,14.0,14.0,28.0,37.72314868804665
2022-01-05,13.165556172287276,exact,7.0,7.0,202201W2,202201W2,14.737882091862456,exact,14.0,14.0,202201,202201,15.12518119864608,interp,14.0,42.0,202201,202202,6,3,2,7.0,18492.0,18450.0,0.5005555555555555,50.0,empirical,202201W1(d0):dte=0 < 1,0.0,0.0,28.0,37.64750066260271
2022-01-06,15.008410343470835,interp,6.0,13.0,202201W2,202201,16.396935136298232,interp,13.0,41.0,202201,202202,16.45610884505249,interp,13.0,41.0,202201,202202,6,2,2,6.0,18349.5,18300.0,0.4550653594771242,51.0,empirical,,7.0,28.0,28.0,37.29447654386431
2022-01-07,16.950145474228083,interp,5.0,12.0,202201W2,202201,17.478103542473438,interp,12.0,40.0,202201,202202,17.441147830378835,interp,12.0,40.0,202201,202202,6,3,3,5.0,18155.5,18150.0,0.5918321206889464,53.0,empirical,,7.0,28.0,28.0,36.96666843360721
2022-01-10,16.34449960199796,interp,2.0,9.0,202201W2,202201,16.479855673331166,interp,9.0,37.0,202201,202202,16.61138640870239,interp,9.0,37.0,202201,202202,6,3,3,2.0,18271.0,18250.0,0.4163370026373121,57.0,empirical,,7.0,28.0,28.0,37.206220514179705
2022-01-11,15.960678662393043,interp,1.0,8.0,202201W2,202201,16.456100874236533,interp,8.0,36.0,202201,202202,16.794462390826748,interp,8.0,36.0,202201,202202,6,3,3,1.0,18294.75,18250.0,0.4004844627909643,57.0,empirical,,7.0,28.0,28.0,37.39534057778956
2022-01-12,14.80177144502127,exact,7.0,7.0,202201,202201,15.659526915444555,interp,7.0,35.0,202201,202202,16.0983198101998,interp,7.0,35.0,202201,202202,5,3,2,7.0,18375.5,18350.0,0.4915839829907866,68.0,empirical,202201W2(d0):dte=0 < 1,0.0,28.0,28.0,37.710540683806
2022-01-13,14.909224625825772,interp,6.0,34.0,202201,202202,15.599110802758185,interp,6.0,34.0,202201,202202,15.95485735588191,interp,6.0,34.0,202201,202202,5,2,2,6.0,18425.5,18400.0,0.5598739495798319,68.0,empirical,,28.0,28.0,28.0,37.89966074741586
2022-01-14,15.20219963743199,interp,5.0,33.0,202201,202202,16.283359102901247,interp,5.0,33.0,202201,202202,16.831605259099423,interp,5.0,33.0,202201,202202,5,2,2,5.0,18360.5,18350.0,0.4647058823529412,68.0,empirical,,28.0,28.0,28.0,37.89966074741586
2022-01-17,16.66057495947441,interp,2.0,30.0,202201,202202,16.732179894349585,interp,2.0,30.0,202201,202202,16.77024418137878,exact,30.0,30.0,202202,202202,5,2,2,2.0,18507.5,18500.0,0.4397058823529411,68.0,empirical,,28.0,28.0,0.0,38.3283328915982
2022-01-18,17.706035714947067,interp,1.0,29.0,202201,202202,17.658218775070498,interp,1.0,29.0,202201,202202,17.740929325690924,interp,29.0,57.0,202202,202203,5,2,2,1.0,18349.5,18300.0,0.4468194254445964,68.0,empirical,,28.0,28.0,28.0,37.89966074741586
2022-01-19,18.59145614276637,exact,7.0,7.0,202201W4,202201W4,18.77210895535702,interp,7.0,28.0,202201W4,202202,19.00272051213308,interp,28.0,56.0,202202,202203,5,3,2,7.0,18169.0,18150.0,0.6288235294117648,50.0,empirical,202201(d0):dte=0 < 1,0.0,21.0,28.0,37.44577259475219
2022-01-20,15.504657103273765,interp,6.0,27.0,202201W4,202202,16.885040658424572,interp,6.0,27.0,202201W4,202202,17.841271802507645,interp,27.0,55.0,202202,202203,6,2,2,6.0,18254.0,18250.0,0.589366515837104,52.0,empirical,,21.0,21.0,28.0,37.59706864564008
2022-01-21,18.567044822951008,interp,5.0,26.0,202201W4,202202,19.03915092698961,interp,5.0,26.0,202201W4,202202,19.670779349346795,interp,26.0,54.0,202202,202203,6,2,2,5.0,17921.5,17900.0,0.6054384017758047,53.0,empirical,,21.0,21.0,28.0,35.970636098595286
2022-01-24,19.03903486387429,interp,2.0,23.0,202201W4,202202,19.02424042627064,interp,2.0,23.0,202201W4,202202,19.77272510812263,interp,23.0,51.0,202202,202203,6,2,2,2.0,17986.5,17950.0,0.5489350912778904,58.0,empirical,,21.0,21.0,28.0,36.31105221309304
2022-01-25,23.511639644217205,interp,1.0,22.0,202201W4,202202,23.32835706638743,interp,1.0,22.0,202201W4,202202,23.555861170745505,interp,22.0,50.0,202202,202203,6,2,2,1.0,17710.0,17700.0,0.5844320486815415,58.0,empirical,,21.0,21.0,28.0,35.71847601378214
2022-01-26,,no_bracket,,,,,20.280959729606604,interp,12.0,21.0,202202W1,202202,23.166888617834264,interp,21.0,49.0,202202,202203,6,3,2,12.0,17655.0,17650.0,0.7163642052565706,47.0,empirical,202201W4(d0):dte=0 < 1,,9.0,28.0,35.69326000530083
